fréquence	t	UD
3	anaoudegezh	
3	kizhier	
3	Anou'	
3	sreid	
3	yeign-sklass	
3	Diwe'	
3	ministr	
3	tchentañ	
3	ké	
3	l'	
3	astennet	
3	gèrzè	
3	bannig	
3	esperañs	
3	nife	
3	baro	
3	bédég	
3	dwar	
3	tous	
3	dihet	
3	Ral	
3	Be(t)	
3	ewo	
3	bliavenn	
3	bi	
3	votez-lèr-mañ	
3	tommañ	
3	Bonjour	
3	Maian	
3	Stefen	
3	djwin	
3	Bremaïk	
3	devezourien	
3	c'hoantet	
3	vêè	
3	gwriet	
3	deon	
3	chakod	
3	Beñ	
3	diskuel	
3	deoñ	
3	mouchouiroù	
3	hema	
3	goalldra	
3	dourn	
3	kleï	
3	stamm	
3	Hounne	
3	klér	
3	tier-soul	
3	daelou	
3	demdost	
3	houl	
3	eur-se	
3	Gav	
3	dikriet	
3	zegouez	
3	Pat	
3	daou-se	
3	kostez	
3	c’harrdi	
3	dom-ni	
3	diegi	
3	tigori	
3	askellou	
3	grignouz	
3	dean	
3	vagwal	
3	yoñ	
3	lhabour'	
3	didan	
3	r.	
3	pech'	
3	kordenn	
3	IV	
3	zistolas	
3	hargou.	
3	Disoñj	
3	vezes	
3	c’hortoz	
3	Drefen	
3	teuje	
3	mevel	
3	vestr	
3	Douar-gretel	
3	ah(e)	
3	his-se	
3	peurunvan	
3	bozoù	
3	drouk	
3	gwiniz-tu	
3	hanoc’h	
3	merlused	
3	grougañ	
3	l	
3	wruienn	
3	touez	
3	zouez	
3	Warc'hoazh	
3	hokez	
3	En-noaz	
3	naoñ.	
3	Kracherc'h	
3	nhijal	
3	mintin-m'	
3	Estr	
3	egedon	
3	zell	
3	Torri	
3	werzhañ	
3	ginnig	
3	4000	
3	uheloc'h	
3	Goul	
3	c'huizin	
3	gato	
3	Fla	
3	komzoù	
3	melus	
3	digantan	
3	n’em	
3	boj	
3	forc'hiou	
3	c'hodelloù	
3	frapad	
3	Marg	
3	edot	
3	eallez	
3	e-kuit	
3	gouzia	
3	melchen-glas	
3	neñv	
3	Loud	
3	glaw	
3	N’eo	
3	goest	
3	zic'hrasio	
3	deñ	
3	a-gwalc'h	
3	welem	
3	leaz	
3	vojenn	
3	wir	
3	zunn	
3	Jean-Paul	
3	Lucille	
3	Brom	
3	pres	
3	leset	
3	aferioù	
3	gargañ	
3	Laket	
3	hiviz	
3	gin	
3	louzou	
3	c'hof	
3	bénag	
3	vloas	
3	brenefe	
3	loaned	
3	istr	
3	Gemperle	
3	sraoù	
3	Youenn	
3	pounneroc’h	
3	yalc’h	
3	louedet	
3	labouront	
3	Keit	
3	ken-ha-ken	
3	c'hloc'hig	
3	rafent	
3	diod	
3	Sant'	
3	dê	
3	zort'	
3	Honn	
3	koa	
3	baël'	
3	baseo	
3	baea	
3	Goud	
3	valec'h	
3	brechez	
3	Sec'het	
3	pañsion	
3	choujal	
3	binoklou	
3	dint	
3	aneu	
3	Jean	
3	war-giz	
3	avalou-douar	
3	plusk	
3	ha-tout	
3	vê	
3	yè	
3	brein	
3	yez	
3	hond	
3	Bro	
3	Kement-all	
3	A-raog	
3	pennadou	
3	flemmus	
3	entanet	
3	yezhadur	
3	diemskiant	
3	gerc'hat	
3	ravitailhamant	
3	Koz-kastell	
3	Amerikaned	
3	tout-à-fait	
3	modern	
3	laouénédigues	
3	diaguent	
3	troét	
3	tristidigues	
3	Kelenner	
3	Istor	
3	Santel	
3	foenn-ze	
3	troha	
3	falherez	
3	chifretez	
3	henvel	
3	itronezed	
3	douar-man	
3	braoik	
3	poaza	
3	gwadegennou	
3	tonnouigoù	
3	da-ze	
3	Koulskoude	
3	frer	
3	tou	
3	a-pik	
3	e-mod-se	
3	penguen	
3	panés	
3	c'hoarzh	
3	deveus	
3	emichañs	
3	choment	
3	lampat	
3	a-fardaklav	
3	Soñjal	
3	desped	
3	c'halljen	
3	meche	
3	ganfe	
3	greun	
3	Marc'harid	
3	B.	
3	darempredet	
3	kount'	
3	ahalese	
3	tenner	
3	houblad	
3	houzoud	
3	mezaon	
3	réd	
3	gwelet:	
3	zad-me	
3	gounit	
3	trois	
3	Welan	
3	Allas	
3	faziet	
3	a-galz	
3	rankemp	
3	aneval	
3	vankoud	
3	hebdale	
3	wazed.	
3	araozo	
3	aoza	
3	Gwechal	
3	simpl	
3	gôzeal	
3	pes	
3	Emaoun	
3	ebeul	
3	debri	
3	a-vec'h	
3	weach	
3	kenañ	
3	Trist	
3	Blejal	
3	bleuniou	
3	veleni	
3	dessin	
3	bleunioù	
3	pluet	
3	kuitaad	
3	weles	
3	vrezel	
3	chase	
3	herr	
3	hastom	
3	dour-mor	
3	Amelioret	
3	a-deus	
3	naviga	
3	hloh	
3	Pia	
3	zéo	
3	c'helfemp	
3	dra:	
3	c'hategori	
3	nosion	
3	soñjas	
3	walc'hiñ	
3	warhoaz	
3	gros	
3	dabord	
3	Darbet	
3	semplañ	
3	c'homzoù-se.	
3	gonsoliñ	
3	rannañ	
3	Ma'	
3	zah	
3	hellent	
3	urz	
3	Jeneral	
3	Ramke	
3	gavas	
3	gwenojennou	
3	diêsa	
3	blijont	
3	valtouterien	
3	zoudarded	
3	dibab	
3	sikouret	
3	ziblas	
3	dousig	
3	diwar-dro	
3	dremenas	
3	Toulzac'h	
3	Kastellin	
3	kleet	
3	evedon	
3	dougeres	
3	draf	
3	virañ	
3	diouzhoc'h	
3	bilat	
3	savent	
3	c'hounit	
3	kreun	
3	e-harz	
3	Lambaol	
3	Roh-ar-Mor	
3	taouarc'h-ni	
3	drouz	
3	elestr	
3	héman	
3	Yvon	
3	debarasi	
3	reoc'h	
3	hunvreal	
3	méas…	
3	goloët	
3	mèas	
3	brinsez	
3	A-raok	
3	pennoù	
3	kanetennoù	
3	eken	
3	pesogwir	
3	rankes	
3	Diskouezet	
3	flatrañ	
3	guzhe	
3	lec'h-mañ-lec'h	
3	rajomp	
3	hon-tri	
3	forc'h	
3	c'hlizennañ	
3	Bugn…	
3	goulou-rousin	
3	gwa	
3	fera	
3	zresa	
3	daoulamm	
3	diarc'henn-klapez	
3	waremm	
3	c'hoefoù	
3	Mónig	
3	Aber	
3	poaz-mat	
3	staged	
3	henwerziou	
3	klañv.	
3	roue-meur	
3	kastell	
3	Versaillez	
3	gazetenn	
3	Voujez	
3	dremeno	
3	Seza	
3	sivi	
3	intentent	
3	puns	
3	zigoeñviñ	
3	Menez-Hom	
3	zonch	
3	druez	
3	gumun	
3	Laou	
3	lipat	
3	bigorn	
3	ostaleri	
3	possupl	
3	plac'h-kaezh-me	
3	gréat	
3	vistri-skol	
3	boulzent	
3	strollad	
3	listri	
3	marvor	
3	blije	
3	Merc'hed	
3	rezounabl	
3	Konta	
3	marhad	
3	vir	
3	rai	
3	Kant	
3	vihannañ	
3	kavalier	
3	prajou	
3	<<)	
3	(Anna<<)	
3	neus-(e)	
3	gwella)	
3	uzinou	
3	dem-heñvel	
3	gwelloh-marhad	
3	voyenn	
3	prins	
3	Reiñ	
2	Pardonit	
2	divaloerez	
2	vihe	
2	mamm-gozh	
2	gedal	
2	tiskouezo	
2	blew	
2	koach-koach	
2	karantezuz	
2	riboull	
2	fete	
2	Dirak	
2	perz	
2	c'hourre	
2	forzhig	
2	hehi	
2	goue(z)o	
2	Heullian	
2	h~ɛm_ə_	
2	la.ɤe	
2	vɛle	
2	tXɔw	
2	pezhani	
2	garoñ	
2	parfed	
2	poeltron	
2	chô	
2	gantoñ	
2	paper	
2	diw	
2	mecher	
2	faot	
2	zh	
2	Lak'	
2	reit	
2	rout	
2	eveldout	
2	malizenn	
2	itron	
2	Alberto	
2	Breizh-atav-ad	
2	c'halianed	
2	zañs	
2	c'hrennard	
2	gudenn	
2	gasaus	
2	E-giz-se	
2	sankañ	
2	fubuenn	
2	werenn	
2	andouilhennoù	
2	c'housker	
2	bombezadegoù	
2	wallhunvre	
2	sujidi	
2	nemeto	
2	mul	
2	Alejandro	
2	c'henlodañ	
2	c'hoarvezas	
2	gouelec'h	
2	Kemerit	
2	gastelodenn	
2	señorita	
2	bennozh	
2	garrigellad	
2	e_1_	
2	bezh	
2	he_2_	
2	fezh	
2	teuent	
2	Atoe	
2	Fent	
2	bez-me	
2	glevan-me	
2	karate	
2	judo	
2	dilun	
2	Fec'h	
2	Gwell	
2	olifant	
2	Ac'ha	
2	Emaomp	
2	poulladik	
2	eoul	
2	Doktor	
2	Kousket	
2	kit	
2	koazezioù	
2	sturier	
2	Perak	
2	tec'hout	
2	farsadenn	
2	Fantasio	
2	c'horn-bro	
2	Azalek	
2	Yakari	
2	Roazhon	
2	Melloù	
2	glavennoù	
2	dibaot	
2	groc'hen	
2	c'hi-se	
2	ouzoc'h	
2	Diougan	
2	arnev	
2	Dizamant	
2	guzh	
2	trede	
2	aotrouien-se	
2	Alkool	
2	Erru	
2	Arsa,	
2	anavezout	
2	c'hazetennoù	
2	war-raok	
2	Bec'h	
2	maoc'h	
2	trelatiñ	
2	taol-mañ	
2	c'hoarvezet	
2	War-lerc'h	
2	Mard	
2	lezin	
2	Klaskato	
2	Boazañ	
2	vo…	
2	Pouezit	
2	brec'h:	
2	baradoz	
2	virje	
2	Shanghai	
2	Diverc'hiet	
2	levrig-mañ	
2	talvoudusoc'h	
2	test	
2	bihanañ-priziet	
2	(biken)	
2	lavaro	
2	Soazig	
2	iskisoc'h	
2	Strimp	
2	Blev	
2	sifern	
2	brizh	
2	tommder	
2	luc'hedenn	
2	pffuitt	
2	vurezh	
2	c'houzout	
2	sal-mañ	
2	sonit	
2	Taksi	
2	(	
2	verc'h)	
2	Mik	
2	glevan	
2	Chou	
2	(*ket)	
2	Karout	
2	ev	
2	evitañ	
2	buket	
2	Frañsez	
2	Kervella	
2	repozi	
2	hallin	
2	ad-Dao	
2	Kaerat	
2	Daoñ	
2	trankil	
2	dasson	
2	Anjela	
2	istor-se	
2	stouas	
2	daveti	
2	davit	
2	roy	
2	mammig	
2	Didud	
2	morgousket	
2	gompezenn	
2	yañ	
2	peuketa	
2	kenskolidi	
2	didro	
2	pried	
2	ta,	
2	benniget	
2	gildro	
2	Iffig	
2	breh	
2	C’hwek	
2	E-leizh	
2	trei	
2	ez-aketus	
2	c'hregin-se	
2	satordallik	
2	torr-penn	
2	Gervel	
2	Talvoudus-kenañ	
2	Skype	
2	drezañ	
2	Labour	
2	ninig	
2	zigoran,	
2	bouf	
2	youc'hadennoù	
2	talabao	
2	ezañ	
2	droad	
2	niz	
2	dezhañ.	
2	ambroug	
2	aliañ	
2	eñvorioù	
2	zeui	
2	fardañ	
2	Halala	
2	Feiz,	
2	Fidamdoull	
2	Disfizius	
2	Olalaa	
2	eus-ni	
2	mignoned	
2	Fougaser	
2	Distilhañ	
2	unan-hag-unan	
2	c'hoad-se	
2	diouto	
2	zifenn	
2	gouelec’h	
2	poum	
2	distreiñ	
2	zilhad-gwele	
2	werz-se	
2	Skediñ	
2	skrin	
2	diweuz	
2	ruzlivet	
2	habaskted	
2	Olaaa	
2	hag(-eñ)	
2	all…	
2	harp	
2	E-kichen	
2	Graet	
2	ankouait	
2	c’hi	
2	gemerin	
2	steredenn-lostek	
2	holl]	
2	dïad	
2	Orê	
2	Chasoù	
2	Laoskit	
2	aerbost	
2	baouez	
2	gambrig-kousket	
2	Divi	
2	naetaat	
2	n’en	
2	d’he	
2	c’henlodañ	
2	Kaoc'h	
2	ziskouezet	
2	C'hwek	
2	c'hartoù	
2	c'hlevet	
2	pellgomzer	
2	c'harter	
2	merc’hed	
2	gavot	
2	deroù	
2	departamant	
2	kerik	
2	kig-se	
2	klaskomp	
2	C'hoarzhin	
2	gomprenjes	
2	krouet	
2	dirazon	
2	A-vec'h	
2	azezet	
2	tenne	
2	dimezell	
2	manegoù	
2	ler	
2	komze	
2	traoniennoù.	
2	anavezont	
2	vrezhonek	
2	Sailhat	
2	ven	
2	Wened	
2	Arc’hoazh	
2	dalc’hmat	
2	a'	
2	denn	
2	kurius	
2	(eus)_*_	
2	Oust	
2	Brou	
2	Vec'hiko	
2	sikourit	
2	afen	
2	Paotr	
2	blantenn-mañ	
2	tec'het	
2	Baoñ	
2	(?	
2	gwenn)	
2	jentil)	
2	Kouignal	
2	boledoù,	
2	spiniñ	
2	divskouarn	
2	tintal	
2	tokoù-houarn	
2	Ful	
2	strak	
2	Gastafiorenn	
2	Garan	
2	eus-me	
2	perc'henn	
2	Gortozit	
2	sellout	
2	c'hirri-nij	
2	spontus-se	
2	hehoo	
2	Mallozh	
2	delc'her	
2	varvailhat	
2	(Morse)	
2	leur-gêr	
2	tommheoliet	
2	didud	
2	redadegoù-tirvi	
2	Pamplona	
2	rin-me	
2	anavez	
2	emezi	
2	n’ho	
2	neuñvial	
2	hañv-mañ:	
2	Ebro	
2	dorgenn	
2	savas-hi	
2	c’housker	
2	p’en	
2	servijet	
2	merour)	
2	asantiñ	
2	ostilhoù,	
2	emzibab	
2	gustumet	
2	P	
2	O_4_	
2	rust	
2	tra-se	
2	Peoc'h	
2	aio	
2	ponsin	
2	(klañv)	
2	dalvoudegezh	
2	drezo	
2	Foenn	
2	Poltred-mañ	
2	__<sub>j<sub>	
2	patrom	
2	stago	
2	go	
2	c’hallfe	
2	plac’h	
2	genta	
2	koeñve-digoeñve	
2	skildrenk	
2	meret	
2	tanavañ	
2	Gwin	
2	tapan	
2	{anezhañ	
2	c'hezeg-ze	
2	c'haloupont	
2	youc'hal	
2	Yey,	
2	etrezek	
2	Peogwir	
2	vazata	
2	gazeg	
2	Glizata	
2	Frammet-abominabl	
2	Minabl	
2	berraj	
2	Lanngoad	
2	strudaj	
2	struj	
2	gouzougad	
2	kalonad	
2	bikadenn:	
2	gwiridig	
2	disterrañ	
2	stok	
2	tiskari	
2	devadur	
2	Tanaillet	
2	vrizardenn	
2	nor-se	
2	prenna	
2	kelou	
2	pellder	
2	deoder	
2	wezenn-mañ	
2	ziouharr	
2	housked	
2	zo.	
2	Jañn-Mari	
2	bufed	
2	werzidigez	
2	gwerz	
2	(/-gwerzidigez)	
2	lakaan	
2	braz-se	
2	fankigell	
2	ziseh	
2	rac'haone	
2	sorohell	
2	dispignerez	
2	Koufonerez	
2	gwellaad	
2	evel-hennig	
2	Charlez.	
2	meskoù	
2	blenier,	
2	batiment	
2	lïen	
2	aje	
2	vijed	
2	Dreger	
2	parkoù	
2	Neb-aon	
2	chomot	
2	enebi	
2	Nul	
2	trawalc'h	
2	A-wejo	
2	oas,	
2	Michela	
2	abominabl	
2	Abreji	
2	Heuc'h	
2	keid-se	
2	ahannig	
2	standard	
2	diske	
2	kozéal	
2	êzet	
2	aezet	
2	Falc'had	
2	kalkennou	
2	gerhad	
2	ac'hanout	
2	e-teus	
2	Mark	
2	Ankounac'heet	
2	ardavet	
2	gazez	
2	aog	
2	bezeliad	
2	aï	
2	aneañ	
2	daoulin	
2	sevel,	
2	dibalamour	
2	bouc'h	
2	bazhataet	
2	labour-se	
2	a-viskoaz	
2	da-viken	
2	ranker	
2	evelti	
2	lakâd	
2	gonit	
2	daonet	
2	voral	
2	boum	
2	crac	
2	ide	
2	andu	
2	paotr-koz-se	
2	boufon	
2	sonet	
2	kloh	
2	bouzellou	
2	prenez	
2	a-vraz	
2	koust	
2	elvenn	
2	zañsal	
2	grouget	
2	Euzuz	
2	gizhier	
2	kaeroh	
2	evidon-me	
2	sentont	
2	Marh	
2	Amon	
2	dôk	
2	Honnezh	
2	lipad	
2	mogeriou	
2	WhatsApp	
2	facetime	
2	in.	
2	zalhe	
2	anoiou	
2	Peziou	
2	ouzin-me	
2	heh	
2	Mervel	
2	ziskuizañ	
2	kezeg	
2	damhér	
2	horvenn	
2	damliou	
2	oute	
2	mamm-gaer	
2	deom-adarre	
2	skingas	
2	gwerzioù	
2	Glinka	
2	brid	
2	moue	
2	A:	
2	skïant	
2	nerzh	
2	eomp	
2	grog	
2	kouezet	
2	ognon	
2	c'hallent	
2	aret	
2	*(ar	
2	mogerioù)	
2	vasonnerien	
2	bouzaret	
2	mekanikou.	
2	Difoeltra	
2	paroujou	
2	Warlene	
2	disparti	
2	halañ	
2	drue	
2	reuzeudik	
2	amser)	
2	dammou	
2	tebran	
2	homisionou	
2	fonta	
2	aveiñ	
2	treñk	
2	saovaj	
2	zikour	
2	Dimeurzh	
2	studiañ	
2	Fransizien	
2	pae	
2	intereset	
2	yee	
2	tarlonkfes	
2	awalh	
2	frejou	
2	Darev	
2	glouaraat	
2	koulzad	
2	touristañ	
2	antreal	
2	zremm	
2	Dastumit	
2	dreog	
2	hordennoù	
2	zeviñ	
2	privadurez	
2	berregez	
2	zoueegezh	
2	Notennoù	
2	gramadeg	
2	a-ziwar	
2	skridoù	
2	Ivon	
2	Krog'	
2	rodellet	
2	rodellek	
2	prederiet	
2	prederiek	
2	Siwazh	
2	beurbadelezh	
2	furbu	
2	geraouez	
2	droidell	
2	droi	
2	garr	
2	givijeri	
2	ejened	
2	buoc'hed	
2	Ouion	
2	pegis	
2	passa	
2	hirig	
2	berrig	
2	avañsa	
2	kemerout	
2	c'houervoni	
2	c'houevderiou	
2	hanterouriezh	
2	voereb	
2	Plijout	
2	(Në)	
2	kët	
2	ôd	
2	poblus	
2	diboblus	
2	Rannoù.	
2	keve	
2	anezy	
2	yeont	
2	gwall-bell	
2	abarz	
2	rankfen	
2	na'	
2	a-bouez	
2	a-zioc'h	
2	treid	
2	huz	
2	a-varo	
2	Kapap	
2	Glav	
2	(-	
2	(aliesoc'h)	
2	c'houefen	
2	(e	
2	planto)	
2	(a	
2	blanto)	
2	lakeio	
2	(-Simone)	
2	imbisil-se	
2	fardo	
2	kig-ha-farz	
2	soja	
2	gwall-domm	
2	c'heleier	
2	gelennadurez	
2	zulvez	
2	abardaez	
2	hanternoz	
2	echuemp	
2	tour	
2	laoskit	
2	me'	
2	blokad	
2	re(h)ier	
2	(d)eus	
2	zu-se	
2	zon	
2	matelaouioù	
2	peuzaliez	
2	yafen	
2	noz-deiz	
2	savetaet	
2	pe-anv	
2	meruell	
2	euit	
2	hanoff	
2	saluer	
2	iesus-christ	
2	anzao	
2	gouli	
2	kôc'ha.	
2	oah	
2	boestoù	
2	startijenn	
2	deom,	
2	Hé	
2	kéd	
2	mâd	
2	gloruz	
2	éc'h	
2	gant-hañ	
2	lew	
2	beke	
2	sell'	
2	evo	
2	Chelgenn	
2	deañ	
2	pemde	
2	Begeor	
2	neusont	
2	bezin	
2	in,	
2	dreñ	
2	kaerañ	
2	a-m	
2	lennin	
2	badinellus	
2	Dibonjour	
2	plac'hik	
2	Penn-al-lenn	
2	vrallañ:	
2	baotred.	
2	C'hwistim	
2	kotät	
2	Skuiz-maro	
2	gano	
2	kanaouennou	
2	touchet	
2	gousi	
2	dipituz	
2	hesk	
2	Bea	
2	Depegn	
2	zahadou	
2	momed	
2	liñseliou	
2	mennig	
2	dambrest	
2	damhlaz	
2	Dañjer	
2	warnan	
2	ezañ.	
2	(O)	
2	tebri	
2	markinachou	
2	z-eus	
2	meutad	
2	zribi	
2	Selaouit	
2	dever	
2	zeske	
2	lec’h	
2	ragach	
2	digompren	
2	estrenez	
2	tilasa	
2	votou-lêr	
2	agent	
2	tañsal	
2	dudoñ	
2	fier	
2	dirollañ	
2	lonkas	
2	skudellad	
2	dizorden	
2	en-istribilh	
2	vannouzenn	
2	veg	
2	rêr	
2	pimoh	
2	ban	
2	vailh	
2	Douétus	
2	hegon	
2	teuïo	
2	rhume	
2	leet	
2	oranjez	
2	Ankouaet	
2	bontenn	
2	dreistomp	
2	manniel	
2	droug-penn	
2	net	
2	E-skeud	
2	emedo	
2	kemerimp	
2	heur	
2	Rannoù	
2	diskuizh	
2	ray.	
2	goulscoude	
2	boked	
2	gani	
2	Lod-all	
2	koz-lammat	
2	paradaouf	
2	Didedoup	
2	Dibedon	
2	vil	
2	skouerenn	
2	gouzanvet	
2	brene	
2	baïzant	
2	foeltr-tra	
2	lakad	
2	hiny	
2	blich	
2	verwel	
2	ouezo	
2	tu-gin	
2	tu-mat	
2	dochté	
2	godelloù	
2	deskadurezh	
2	kwalldapo	
2	zoare	
2	Edont	
2	vuy	
2	vell	
2	Labour'	
2	fooball	
2	abdaez	
2	leze	
2	hanon	
2	R	
2	talioù	
2	lidet	
2	zhun	
2	e(w)o	
2	salud	
2	ar-lerc'h	
2	(-gantoñ,	
2	sinatur	
2	(-doñ,	
2	anin).	
2	Farsusoc'h	
2	mod/giz	
2	goarnamant	
2	(zikourioù)	
2	(d'	
2	(//	
2	//)	
2	Distrujet	
2	gaton	
2	tresadennoù	
2	nezhoñ	
2	hediñ	
2	wazh	
2	Herwe	
2	Kola	
2	Bannalec/Skaer	
2	Diaoul	
2	goza	
2	ivern	
2	Hen-a-hen	
2	han	
2	dezhi,	
2	ivez.	
2	Dia	
2	ioik	
2	c'hleñved-se	
2	Kramm	
2	Tu	
2	gaoc'hezeka	
2	gaoter	
2	gontell-mañ	
2	herh	
2	Kristiane	
2	Guelet	
2	kazh	
2	interamant	
2	gemen	
2	erruen	
2	vrasañ	
2	goap	
2	quentel	
2	peuzkerkent	
2	Silvestrig	
2	gontañ	
2	kountañ	
2	zeus	
2	zred	
2	arok	
2	res	
2	ty	
2	Poste	
2	fi	
2	camion	
2	hin	
2	kambr	
2	patatez_PL_	
2	bleiz	
2	muioc’h	
2	zerpanted-se	
2	droidellad	
2	Doué	
2	otro-person	
2	Kompen	
2	raoñ	
2	gwasket	
2	blei(z)	
2	lârout	
2	flaer	
2	Elena	
2	werzherien	
2	gwraed	
2	lesenn	
2	neweż	
2	Soulet	
2	filip	
2	echui	
2	tihan	
2	edon	
2	Bod	
2	Komz	
2	diuntuek	
2	zèll	
2	gê	
2	poñnt	
2	Rei	
2	Poseve	
2	pet'	
2	mije	
2	léstr	
2	zô	
2	kuzed	
2	n’eus	
2	c'hant-unnek	
2	pazenn	
2	general	
2	Salut	
2	rent	
2	(der	
2	Mario)	
2	mab-me	
2	echuet	
2	rimodell	
2	Achuet	
2	marhat	
2	res-te	
2	qemeñ-ze	
2	C'hoarzhet	
2	padet	
2	Emeur	
2	Devet	
2	implijet	
2	respontomp	
2	c'hoariomp	
2	respontan	
2	c’hoarzhet	
2	(komprenet)	
2	sonchet	
2	jochonou	
2	boenn	
2	(ha)	
2	garche	
2	Bugale	
2	_*_('	
2	bet)	
2	diaouloù	
2	(Alies)	
2	Martoloded	
2	vor	
2	la
2	gauche	
2	Ned	
2	zeir	
2	du-mouar	
2	Malgeneg	
2	sachet	
2	Fri	
2	Louz	
2	»…	
2	skorañ	
2	lavaroù	
2	aozerien	
2	youc'he	
2	int/eo	
2	ziskenn.	
2	fou	
2	chuih	
2	fititis	
2	Ez	
2	tlefes	
2	doullañ	
2	c'hellit	
2	allas	
2	tro-dro	
2	blijet	
2	perag	
2	peuzenoriñ	
2	peuzevañ	
2	peuzlazhañ	
2	peuzloskiñ	
2	peuzachu	
2	pront	
2	gresont	
2	y.	
2	daole	
2	deñved	
2	Poa'	
2	-hañ	
2	Sot	
2	c'hoarvezo	
2	war-nes	
2	Edo	
2	birviñ	
2	vousc'hoarz	
2	senior	
2	Esperañ	
2	c'hello	
2	gwellaat	
2	Houmañ	
2	echuiñ	
2	diskarget	
2	yeent	
2	vouilhiñ	
2	MEN	
2	dien	
2	Sebezusañ	
2	fallakrañ	
2	guelet	
2	ñeok	
2	torfed	
2	zerr-lagad	
2	mezuz	
2	aliesoc'h	
2	(unan	
2	bennak)_*_	
2	gwall-zarvoud	
2	eontred	
2	ouezan	
2	serrapl	
2	A-hend-aral	
2	guéh	
2	guin	
2	eternite	
2	diskonfortañs	
2	pebéh	
2	hardéhted	
2	garrikell	
2	bihuein	
2	truek	
2	lojell	
2	52	
2	gartenn,)	
2	boberezh	
2	lârerezh	
2	barra	
2	zornig	
2	daint	
2	serrezh	
2	reka	
2	a-bennik	
2	məja	
2	drøs-ka:r	
2	/ynãn	
2	e-kã	
2	t-ənaral	
2	c'har	
2	c'haloun	
2	dismantr	
2	geton	
2	gouchent	
2	e-diaraok	
2	/e-vəzy:l	
2	kouXen	
2	gaw	
2	get-hai	
2	émañt	
2	golhet	
2	erhoalh	
2	yahe	
2	duai	
2	achiwet	
2	Jako	
2	c'harchennat	
2	kouezhomp	
2	savo	
2	dermen	
2	Boneur	
2	c'heiz	
2	Santet	
2	əni	
2	Lonket	
2	/membes-ã	
2	̌jẃelt	
2	/məmbwa	
2	čed	
2	ana:ẃed	
2	ən	
2	terc'hel	
2	pe(zh)	
2	welit	
2	lakã	
2	eriẅ	
2	mə	
2	a:ry	
2	arruo	
2	arum	
2	askorn	
2	helia	
2	ahanein	
2	blot	
2	gwele:	
2	c'horn	
2	/ar-lerX	
2	mə-Xwa	
2	laked	
2	Xwa	
2	Xuxušətat	
2	digourdi	
2	Hadet	
2	fawen	
2	benak	
2	gava	
2	berpet	
2	arriw	
2	hra	
2	droig…	
2	idin.	
2	za	
2	Nostank	
2	divergont	
2	evaj	
2	tu-mañ	
2	yoc'hoù	
2	karahent	
2	o-daouig	
2	neizhig	
2	/ẃeilinče	
2	drę	
2	hęr	
2	tulat	
2	biõnǫch	
2	ponner	
2	coloniale	
2	k'	
2	filat	
2	gortaz	
2	gouloù-deiz	
2	prometet	
2	mb'	
2	hañneï	
2	deoé	
2	ķed	
2	ǧùeled	
2	traù-señ	
2	edan	
2	vlez	
2	gredoc'h	
2	àr-lerc'h	
2	bont	
2	Comin	
2	Han	
2	handarw	
2	nur	
2	ze:biɲ	
2	maleur	
2	degoue(z)et	
2	zel	
2	Xi	
2	Xwe:r	
2	rafac'h	
2	eaz	
2	ziez	
2	doc'htu	
2	moranv	
2	dezhoñ:	
2	Fil-de-fer	
2	eontroù-kordenn.	
2	dirak-din	
2	diragzimp	
2	Diskennet	
2	zichal	
2	had	
2	diàrnezhi	
2	c’hornad-bro	
2	kornad	
2	diwezhat	
2	menér	
2	telé	
2	tostañ-ha-rac'h	
2	doc'homp	
2	c'hoef-mañ	
2	goucha	
2	doc'hoc'h	
2	aesay	
2	doc’h	
2	doc'himp	
2	tér	
2	Brezel	
2	Bleunviñ	
2	en-dro.	
2	masoner	
2	dornet	
2	malezadoù	
2	bras-bras	
2	winizh	
2	dehè	
2	hrén	
2	doar	
2	groeit	
2	heij	
2	gérig-ma	
2	H	
2	drougoù	
2	toemmder	
2	aesa	
2	Durant	
2	ver	
2	mand	
2	ged	
2	fenn…	
2	Xunty	
2	varw	
2	n-urmeskew	
2	mbez	
2	čein	
2	ar-əntãn	
2	lipaat	
2	mènn	
2	karin	
2	karoc'h	
2	eñv	
2	levraoueg	
2	gazetoù	
2	Fache	
2	vehai	
2	guet-ou	
2	plæguein	
2	suivant-an	
2	namb	
2	Disoursi	
2	Esae	
2	Gouten
2	tag	
2	estroc'h-evidin-me	
2	euriad	
2	rekan	
2	peo:r	
2	məzo	
2	y:rys/	
2	ərgouxaŋ	
2	zo-rvyga:laj	
2	/jãzo	
2	čen	
2	bra:z	
2	jald-ida:t	
2	dibordet	
2	alkent	
2	Guel	
2	karanté	
2	madeu	
2	Lausket	
2	ined	
2	dostat	
2	dox	
2	kalet	
2	galoun	
2	Guérandais	
2	c'hanol	
2	dechoù	
2	farder	
2	poen	
2	tennoù	
2	̌jə-forX	
2	nweiẃ	
2	Goeraet	
2	andur	
2	vein	
2	gei	
2	genis	
2	Lili	
2	verx	
2	Boud	
2	yeot	
2	vennit	
2	gouian	
2	droug-sé	
2	lakas	
2	houzanv	
2	pautmat	
2	pfi	
2	gulé	
2	Lezet	
2	hadet	
2	get-n'	
2	eign	
2	gouezh	
2	vaganet	
2	Hemp	
2	ahemp	
2	c’heller	
2	hini_1_	
2	pavet	
2	gosik	
2	nos-man	
2	Conan	
2	a_1_	
2	oeïd	
2	déh	
